Sex,Marital status,Age,Income,Settlement size,id,Education_0,Education_1,Education_2,Education_3,Occupation_0,Occupation_1,Occupation_2
0,1,20,93634,0,514,False,True,False,False,False,True,False
0,0,54,124725,0,515,False,True,False,False,False,True,False
1,1,37,102456,0,516,False,True,False,False,False,True,False
0,0,40,74975,0,517,False,True,False,False,True,False,False
1,1,23,153861,1,518,False,True,False,False,False,True,False
0,0,43,119351,2,519,False,True,False,False,False,True,False
0,0,36,95438,2,520,False,True,False,False,False,True,False
0,0,44,147967,2,521,False,True,False,False,False,True,False
1,1,24,116863,1,522,False,True,False,False,False,True,False
0,0,53,170622,1,523,False,True,False,False,False,True,False
1,1,23,132426,1,524,False,True,False,False,False,True,False
1,1,26,77519,0,525,False,True,False,False,True,False,False
0,0,30,169405,2,526,True,False,False,False,False,True,False
1,1,31,120030,0,527,False,True,False,False,False,True,False
0,0,42,77933,0,528,False,True,False,False,True,False,False
0,1,31,109892,1,529,False,True,False,False,False,True,False
0,0,41,69062,0,530,False,True,False,False,True,False,False
0,0,32,116348,0,531,True,False,False,False,False,True,False
1,1,28,137188,1,532,False,True,False,False,False,True,False
0,1,41,110199,0,533,False,True,False,False,False,True,False
0,1,26,109890,1,534,False,True,False,False,False,True,False
0,0,25,109751,2,535,True,False,False,False,False,True,False
0,1,33,129651,1,536,False,True,False,False,False,True,False
1,1,75,170113,1,537,False,False,False,True,False,False,True
1,1,37,140285,1,538,False,True,False,False,False,True,False
0,0,42,198029,2,539,False,True,False,False,False,False,True
1,1,45,120262,0,540,False,False,True,False,True,False,False
0,1,23,105137,1,541,False,True,False,False,False,True,False
0,0,60,127371,0,542,False,False,True,False,False,True,False
0,0,31,145689,0,543,True,False,False,False,False,True,False
0,0,34,102617,1,544,False,True,False,False,True,False,False
0,0,61,90709,0,545,False,False,True,False,True,False,False
0,0,43,107099,1,546,False,True,False,False,False,True,False
1,1,37,116021,2,547,False,True,False,False,False,True,False
0,0,32,100426,2,548,True,False,False,False,False,True,False
1,1,24,62249,0,549,False,True,False,False,True,False,False
0,0,35,172957,1,550,False,True,False,False,False,True,False
1,1,23,95003,1,551,False,True,False,False,False,True,False
0,0,45,109698,0,552,False,True,False,False,True,False,False
0,1,34,157376,0,553,False,True,False,False,False,True,False
0,0,27,123191,2,554,True,False,False,False,False,True,False
1,1,67,171052,0,555,False,False,False,True,False,False,True
0,0,22,99328,0,556,True,False,False,False,False,True,False
1,1,28,133799,2,557,False,True,False,False,False,True,False
1,1,29,138256,2,558,False,True,False,False,False,True,False
0,0,27,115638,0,559,True,False,False,False,False,True,False
0,0,31,82238,0,560,True,False,False,False,True,False,False
0,0,49,127543,1,561,False,True,False,False,False,True,False
0,0,24,63987,0,562,True,False,False,False,True,False,False
1,1,29,114784,0,563,False,True,False,False,False,True,False
0,0,37,217450,1,564,False,True,False,False,False,True,False
0,0,37,173751,2,565,False,True,False,False,False,False,True
1,1,23,122850,0,566,False,True,False,False,False,True,False
0,1,36,104953,0,567,False,True,False,False,False,True,False
0,0,34,152371,1,568,False,True,False,False,False,True,False
0,0,41,139905,0,569,False,True,False,False,False,True,False
1,1,31,156700,1,570,False,True,False,False,False,True,False
1,1,23,86488,0,571,False,True,False,False,True,False,False
0,0,38,147472,0,572,False,True,False,False,False,True,False
1,1,26,169991,0,573,False,True,False,False,False,False,True
1,1,22,62381,0,574,False,True,False,False,True,False,False
0,0,27,70926,0,575,True,False,False,False,True,False,False
1,1,24,113004,1,576,False,True,False,False,False,True,False
1,1,27,125760,0,577,False,True,False,False,False,True,False
1,1,33,111918,2,578,False,True,False,False,False,True,False
0,1,27,120674,1,579,False,True,False,False,False,True,False
0,1,27,63597,0,580,False,True,False,False,True,False,False
0,0,30,103069,1,581,True,False,False,False,False,True,False
0,0,49,108079,0,582,False,True,False,False,True,False,False
1,1,26,101159,1,583,False,True,False,False,False,True,False
0,0,33,88211,0,584,False,True,False,False,True,False,False
1,1,52,159052,1,585,False,False,True,False,False,False,True
1,1,20,102623,2,586,False,True,False,False,False,True,False
0,0,36,115589,0,587,False,True,False,False,False,True,False
0,0,21,59127,0,588,True,False,False,False,True,False,False
0,1,47,82240,0,589,False,False,True,False,True,False,False
0,0,60,129425,1,590,False,False,True,False,False,True,False
1,1,58,87058,0,591,False,False,True,False,True,False,False
1,1,42,128462,2,592,False,False,True,False,False,True,False
1,1,36,121403,0,593,False,True,False,False,True,False,False
1,1,20,88141,0,594,False,True,False,False,True,False,False
0,0,40,134946,2,595,False,True,False,False,False,False,True
1,1,32,94058,0,596,False,True,False,False,True,False,False
1,1,23,99285,1,597,False,True,False,False,False,True,False
0,0,36,108432,0,598,False,True,False,False,True,False,False
0,0,31,111369,0,599,True,False,False,False,False,True,False
0,0,32,122612,2,600,True,False,False,False,False,True,False
1,1,45,134350,0,601,False,False,True,False,False,True,False
1,1,30,108838,2,602,False,True,False,False,False,True,False
1,1,34,90852,0,603,False,True,False,False,True,False,False
1,1,28,151580,2,604,False,True,False,False,False,False,True
1,1,23,115681,1,605,False,True,False,False,False,True,False
0,0,22,131699,1,606,True,False,False,False,False,True,False
0,0,74,192481,1,607,False,False,True,False,False,False,True
1,1,50,155122,2,608,False,False,True,False,False,True,False
0,0,33,106015,2,609,False,True,False,False,False,True,False
0,0,45,108378,0,610,False,True,False,False,False,True,False
1,1,22,105257,1,611,False,True,False,False,False,True,False
1,1,48,118788,0,612,False,False,True,False,True,False,False
1,1,29,162955,2,613,False,True,False,False,False,True,False
1,1,22,119511,2,614,False,True,False,False,False,True,False
1,1,22,102000,0,615,False,True,False,False,False,True,False
0,0,48,254449,1,616,False,True,False,False,False,False,True
0,0,27,208446,2,617,True,False,False,False,False,False,True
0,0,37,124805,0,618,False,True,False,False,False,True,False
1,1,21,139379,0,619,False,True,False,False,False,True,False
0,1,49,78296,0,620,False,False,True,False,True,False,False
0,0,27,125598,1,621,True,False,False,False,False,True,False
0,0,32,100215,2,622,True,False,False,False,False,True,False
0,1,38,130951,2,623,False,True,False,False,False,True,False
1,1,22,102480,2,624,False,True,False,False,False,True,False
0,0,65,136812,1,625,False,False,True,False,False,True,False
0,0,35,106919,1,626,False,True,False,False,False,True,False
0,0,41,131020,2,627,False,True,False,False,False,True,False
0,0,29,119429,1,628,True,False,False,False,False,True,False
0,0,36,154521,1,629,False,True,False,False,False,True,False
0,0,64,117842,0,630,False,False,True,False,True,False,False
1,1,28,124566,2,631,False,True,False,False,False,True,False
0,0,44,110009,2,632,False,True,False,False,False,True,False
0,0,23,101210,1,633,True,False,False,False,False,True,False
1,1,19,101258,0,634,False,True,False,False,False,True,False
1,1,25,79045,0,635,False,True,False,False,True,False,False
0,0,47,110866,0,636,False,True,False,False,False,True,False
1,1,28,129640,2,637,False,True,False,False,False,True,False
0,0,21,227021,1,638,True,False,False,False,False,True,False
1,1,34,108549,1,639,False,True,False,False,False,True,False
0,0,26,122693,0,640,True,False,False,False,False,True,False
1,1,27,35832,0,641,False,True,False,False,True,False,False
0,0,38,81870,0,642,False,True,False,False,True,False,False
0,0,40,179790,2,643,False,True,False,False,False,False,True
0,1,33,107158,1,644,False,True,False,False,False,True,False
0,1,32,136638,1,645,False,True,False,False,False,False,True
0,0,27,158147,2,646,True,False,False,False,False,True,False
0,1,32,132587,2,647,False,True,False,False,False,True,False
1,1,26,128140,2,648,False,True,False,False,False,True,False
0,0,38,117405,1,649,False,True,False,False,False,True,False
0,0,40,68475,0,650,False,True,False,False,True,False,False
0,0,50,201656,2,651,False,True,False,False,False,False,True
0,0,37,86967,0,652,False,True,False,False,True,False,False
0,0,45,118006,1,653,False,True,False,False,False,True,False
0,0,42,223630,2,654,False,True,False,False,False,False,True
0,0,35,110442,0,655,False,True,False,False,False,True,False
0,0,22,115691,2,656,True,False,False,False,False,True,False
0,0,41,80232,0,657,False,True,False,False,True,False,False
0,0,37,187647,1,658,False,True,False,False,False,True,False
1,1,28,138952,1,659,False,True,False,False,False,True,False
0,0,41,162772,2,660,False,True,False,False,False,True,False
0,1,23,111862,1,661,False,True,False,False,False,True,False
0,1,23,90051,1,662,False,True,False,False,False,True,False
0,0,50,121400,1,663,False,True,False,False,False,True,False
0,0,35,137000,2,664,False,True,False,False,False,False,True
1,1,50,105031,0,665,False,False,True,False,True,False,False
0,0,27,172153,2,666,True,False,False,False,False,False,True
0,0,34,170184,1,667,False,True,False,False,False,True,False
1,1,27,123279,1,668,False,True,False,False,False,True,False
0,0,43,140795,0,669,False,True,False,False,False,True,False
0,0,47,144456,0,670,False,True,False,False,False,True,False
0,0,27,104773,0,671,True,False,False,False,True,False,False
0,0,31,153353,1,672,True,False,False,False,False,True,False
0,0,42,223018,1,673,False,True,False,False,False,False,True
0,1,24,129177,2,674,False,True,False,False,False,True,False
0,0,41,114475,1,675,False,True,False,False,True,False,False
1,1,26,161323,1,676,False,True,False,False,False,False,True
0,0,33,135765,2,677,False,True,False,False,False,True,False
0,1,24,158421,0,678,False,True,False,False,False,True,False
0,0,64,103941,0,679,False,False,True,False,True,False,False
1,1,26,101783,2,680,False,True,False,False,False,True,False
1,1,56,126531,1,681,False,False,True,False,False,True,False
0,0,37,111394,1,682,False,True,False,False,False,True,False
0,1,33,103577,2,683,False,True,False,False,False,True,False
0,1,47,149545,1,684,False,False,True,False,False,True,False
0,0,31,171857,0,685,True,False,False,False,True,False,False
0,0,34,149782,1,686,False,True,False,False,False,True,False
0,0,27,112470,1,687,True,False,False,False,False,True,False
0,0,30,133907,2,688,True,False,False,False,False,True,False
0,0,35,127849,1,689,False,True,False,False,False,True,False
0,0,31,160279,2,690,True,False,False,False,False,True,False
0,1,25,92366,2,691,False,True,False,False,False,True,False
1,1,25,104794,0,692,False,True,False,False,True,False,False
0,0,29,133436,1,693,True,False,False,False,False,True,False
0,0,44,110374,0,694,False,True,False,False,True,False,False
0,0,28,104263,1,695,True,False,False,False,False,True,False
0,0,50,138752,0,696,False,True,False,False,False,True,False
0,0,29,102723,0,697,True,False,False,False,False,True,False
1,1,38,46297,0,698,False,True,False,False,True,False,False
0,0,24,96425,1,699,True,False,False,False,False,True,False
0,0,40,158197,1,700,False,True,False,False,False,False,True
1,1,29,98008,0,701,False,True,False,False,True,False,False
0,0,46,157473,0,702,False,True,False,False,False,True,False
1,1,47,149306,0,703,False,False,True,False,False,True,False
0,0,41,139236,1,704,False,True,False,False,False,True,False
1,1,32,125890,2,705,False,True,False,False,False,True,False
1,1,35,173124,1,706,False,True,False,False,False,True,False
0,0,24,164621,1,707,True,False,False,False,False,True,False
1,1,25,124539,1,708,False,True,False,False,False,True,False
1,1,25,107614,1,709,False,True,False,False,False,True,False
0,0,37,88849,0,710,False,True,False,False,True,False,False
0,0,32,148566,2,711,True,False,False,False,False,False,True
1,1,35,106515,2,712,False,True,False,False,False,True,False
0,0,46,150465,1,713,False,True,False,False,False,False,True
0,0,25,60868,0,714,True,False,False,False,True,False,False
0,0,27,255198,2,715,True,False,False,False,False,False,True
0,0,63,183178,1,716,False,False,True,False,False,True,False
0,0,40,121448,2,717,False,True,False,False,False,True,False
0,0,32,129975,2,718,True,False,False,False,False,False,True
0,0,31,132950,2,719,True,False,False,False,False,True,False
0,1,31,169314,1,720,False,True,False,False,False,True,False
0,0,34,147958,1,721,False,True,False,False,False,False,True
1,1,24,139896,2,722,False,True,False,False,False,True,False
1,1,24,68028,0,723,False,True,False,False,True,False,False
1,1,66,133328,0,724,False,False,False,True,True,False,False
1,1,21,108518,2,725,False,True,False,False,False,True,False
1,1,41,112700,0,726,False,False,True,False,True,False,False
0,1,47,110190,0,727,False,False,True,False,True,False,False
1,1,25,105104,1,728,False,True,False,False,False,True,False
1,1,59,184753,1,729,False,False,True,False,False,True,False
0,1,36,162521,2,730,False,True,False,False,False,True,False
0,0,33,156794,1,731,False,True,False,False,False,True,False
0,0,21,65827,0,732,True,False,False,False,True,False,False
1,1,44,88490,0,733,False,False,True,False,True,False,False
1,1,28,154919,2,734,False,True,False,False,False,True,False
1,1,37,129058,0,735,False,True,False,False,False,True,False
1,1,29,77532,0,736,False,True,False,False,True,False,False
1,1,23,235417,2,737,False,True,False,False,False,False,True
0,0,35,113468,0,738,False,True,False,False,True,False,False
0,0,45,190803,2,739,False,True,False,False,False,False,True
1,1,26,121423,0,740,False,True,False,False,True,False,False
0,0,32,121347,1,741,True,False,False,False,False,True,False
0,0,23,67408,0,742,True,False,False,False,True,False,False
0,0,41,123043,1,743,False,True,False,False,False,True,False
0,0,22,128387,2,744,True,False,False,False,False,True,False
0,0,30,250050,1,745,True,False,False,False,False,False,True
0,0,28,69588,0,746,True,False,False,False,True,False,False
1,1,23,109547,1,747,False,True,False,False,False,True,False
1,1,37,78840,0,748,False,True,False,False,True,False,False
0,0,26,131122,0,749,True,False,False,False,False,True,False
0,0,33,115403,1,750,False,True,False,False,False,True,False
1,1,49,110291,2,751,False,False,True,False,False,True,False
1,1,23,64811,0,752,False,True,False,False,True,False,False
1,1,23,86015,0,753,False,True,False,False,True,False,False
1,1,25,142438,2,754,False,True,False,False,False,True,False
0,0,55,159303,1,755,False,True,False,False,False,True,False
1,1,32,104957,1,756,False,True,False,False,False,True,False
0,0,74,89502,0,757,False,False,True,False,True,False,False
0,0,39,121313,1,758,False,True,False,False,False,True,False
0,0,31,98102,0,759,True,False,False,False,False,True,False
0,0,35,94554,1,760,False,True,False,False,False,True,False
1,1,59,162591,1,761,False,False,True,False,False,True,False
1,1,24,106629,2,762,False,True,False,False,False,True,False
0,0,24,70400,0,763,True,False,False,False,True,False,False
0,0,30,235660,2,764,True,False,False,False,False,False,True
0,1,27,121747,2,765,False,True,False,False,False,True,False
0,1,40,85060,0,766,False,True,False,False,True,False,False
0,1,31,87630,0,767,False,True,False,False,True,False,False
1,1,31,119673,0,768,False,True,False,False,False,True,False
0,0,28,126060,2,769,True,False,False,False,False,True,False
0,0,63,96145,0,770,False,False,True,False,True,False,False
1,1,26,114830,0,771,False,True,False,False,False,True,False
1,1,25,194461,2,772,False,True,False,False,False,False,True
0,0,36,150158,2,773,False,True,False,False,False,False,True
0,0,52,136323,2,774,False,True,False,False,False,True,False
0,0,66,111858,0,775,False,False,True,False,True,False,False
1,1,25,100198,0,776,False,True,False,False,False,True,False
0,0,37,123452,2,777,False,True,False,False,False,True,False
1,1,25,120723,1,778,False,True,False,False,False,True,False
0,0,38,215639,1,779,False,True,False,False,False,False,True
1,1,67,166712,1,780,False,False,False,True,False,True,False
0,0,25,136300,1,781,True,False,False,False,False,True,False
0,0,60,166988,2,782,False,False,True,False,False,True,False
0,0,31,77265,0,783,True,False,False,False,True,False,False
1,1,23,85967,0,784,False,True,False,False,True,False,False
0,1,60,212020,0,785,False,False,True,False,False,False,True
0,0,35,126054,0,786,False,True,False,False,True,False,False
0,0,40,144589,0,787,False,True,False,False,False,True,False
0,0,38,116723,1,788,False,True,False,False,False,True,False
0,0,50,168637,1,789,False,True,False,False,False,True,False
0,0,27,139119,1,790,True,False,False,False,False,True,False
1,1,39,118610,2,791,False,False,True,False,False,True,False
0,0,41,183312,2,792,False,True,False,False,False,False,True
0,1,27,96323,0,793,False,True,False,False,False,True,False
0,1,51,149510,2,794,False,False,True,False,False,True,False
0,0,32,141922,2,795,True,False,False,False,False,True,False
1,1,22,120233,0,796,False,True,False,False,False,True,False
0,0,51,172790,1,797,False,True,False,False,False,True,False
1,1,22,66720,0,798,False,True,False,False,True,False,False
0,1,54,113024,1,799,False,False,True,False,False,True,False
0,0,35,51791,0,800,False,True,False,False,True,False,False
0,0,54,118408,2,801,False,True,False,False,False,True,False
1,1,48,101616,0,802,False,False,True,False,True,False,False
1,1,24,127250,0,803,False,True,False,False,False,True,False
0,0,35,97290,0,804,False,True,False,False,False,True,False
1,1,24,106970,0,805,False,True,False,False,True,False,False
0,0,24,168147,2,806,True,False,False,False,False,True,False
0,1,26,68468,0,807,False,True,False,False,True,False,False
0,0,65,120780,2,808,False,False,True,False,False,True,False
0,0,55,231992,2,809,False,True,False,False,False,False,True
1,1,26,53903,0,810,False,True,False,False,True,False,False
0,1,26,101511,2,811,False,True,False,False,False,True,False
0,1,28,69046,0,812,False,True,False,False,True,False,False
0,0,24,171584,1,813,True,False,False,False,False,True,False
0,0,54,132367,2,814,False,True,False,False,False,True,False
0,0,46,134433,2,815,False,True,False,False,False,True,False
1,1,54,190518,0,816,False,False,True,False,False,True,False
0,1,62,152367,1,817,False,False,True,False,False,True,False
1,1,24,101157,1,818,False,True,False,False,False,True,False
0,1,43,279593,2,819,False,False,True,False,False,False,True
0,1,26,96716,2,820,False,True,False,False,False,True,False
0,1,27,95171,0,821,False,True,False,False,False,True,False
0,1,24,129162,2,822,False,True,False,False,False,True,False
0,0,41,118742,0,823,False,True,False,False,False,True,False
0,0,47,74511,0,824,False,True,False,False,True,False,False
0,1,35,157272,1,825,False,True,False,False,False,False,True
0,1,30,102374,0,826,False,True,False,False,False,True,False
1,1,33,131492,0,827,False,True,False,False,False,True,False
0,0,36,128702,2,828,False,True,False,False,False,True,False
0,0,47,177509,2,829,False,True,False,False,False,True,False
0,0,38,163451,1,830,False,True,False,False,False,True,False
0,0,44,144900,1,831,False,True,False,False,False,True,False
1,1,23,97115,2,832,False,True,False,False,False,True,False
0,0,29,196568,2,833,True,False,False,False,False,True,False
1,1,42,158405,0,834,False,False,True,False,False,True,False
1,1,25,97376,0,835,False,True,False,False,True,False,False
0,0,48,108678,1,836,False,True,False,False,False,True,False
1,1,21,92351,0,837,False,True,False,False,False,True,False
1,1,23,61211,0,838,False,True,False,False,True,False,False
0,0,63,138644,0,839,False,False,True,False,False,True,False
0,1,46,124824,2,840,False,False,True,False,False,True,False
0,0,29,132852,0,841,True,False,False,False,False,True,False
0,0,28,81069,0,842,True,False,False,False,True,False,False
1,1,23,104094,2,843,False,True,False,False,False,True,False
0,0,50,114853,0,844,False,True,False,False,False,True,False
0,0,47,130344,2,845,False,True,False,False,False,True,False
0,0,35,135090,0,846,False,True,False,False,False,True,False
0,0,68,179151,2,847,False,False,True,False,False,True,False
0,1,28,97390,1,848,False,True,False,False,False,True,False
0,0,59,120160,0,849,False,False,True,False,False,True,False
0,0,57,82277,0,850,False,False,True,False,True,False,False
0,1,33,110844,2,851,False,True,False,False,False,True,False
0,0,43,133105,0,852,False,True,False,False,False,True,False
0,0,35,102042,0,853,False,True,False,False,False,True,False
0,0,32,69370,0,854,True,False,False,False,True,False,False
0,0,45,200298,1,855,False,True,False,False,False,True,False
0,1,33,117039,2,856,False,True,False,False,False,True,False
1,1,40,107585,2,857,False,False,True,False,False,True,False
0,0,28,114429,0,858,True,False,False,False,False,True,False
1,1,29,128234,2,859,False,True,False,False,False,True,False
0,0,26,128580,2,860,True,False,False,False,False,True,False
0,0,27,177757,1,861,True,False,False,False,False,True,False
0,1,28,106222,0,862,False,True,False,False,False,True,False
1,1,35,118428,2,863,False,True,False,False,False,True,False
0,0,32,139477,0,864,True,False,False,False,True,False,False
0,0,25,71159,0,865,True,False,False,False,True,False,False
1,1,20,131370,2,866,False,True,False,False,False,True,False
1,1,27,111567,2,867,False,True,False,False,False,True,False
0,0,42,125482,2,868,False,True,False,False,False,True,False
0,0,37,160642,2,869,False,True,False,False,False,True,False
1,1,24,92498,0,870,False,True,False,False,False,True,False
1,1,40,199711,2,871,False,False,True,False,False,True,False
0,0,46,127588,2,872,False,True,False,False,False,True,False
0,0,26,107508,2,873,True,False,False,False,False,True,False
1,1,24,94629,2,874,False,True,False,False,False,True,False
0,0,29,87598,2,875,True,False,False,False,True,False,False
1,1,40,161194,1,876,False,False,True,False,False,True,False
0,0,36,137342,2,877,False,True,False,False,False,False,True
0,0,28,116848,1,878,True,False,False,False,False,True,False
0,0,27,125190,1,879,True,False,False,False,False,False,True
0,0,36,153441,0,880,False,True,False,False,False,True,False
0,0,38,195328,2,881,False,True,False,False,False,False,True
0,1,48,190413,0,882,False,False,True,False,False,True,False
0,0,36,118656,1,883,False,True,False,False,False,True,False
1,1,65,69487,0,884,False,False,False,True,True,False,False
0,1,43,145313,1,885,False,False,True,False,False,True,False
1,1,53,117005,1,886,False,False,True,False,False,True,False
0,0,34,123243,1,887,False,True,False,False,False,True,False
0,0,23,237799,1,888,True,False,False,False,False,True,False
0,0,34,180617,2,889,False,True,False,False,False,False,True
0,0,40,167019,0,890,False,True,False,False,False,True,False
0,0,43,147745,2,891,False,True,False,False,False,False,True
0,0,46,114254,1,892,False,True,False,False,False,True,False
0,0,38,81155,0,893,False,True,False,False,True,False,False
0,0,34,151803,2,894,False,True,False,False,False,True,False
0,0,29,94356,2,895,True,False,False,False,False,True,False
0,0,31,200621,2,896,True,False,False,False,False,False,True
1,1,28,144448,1,897,False,True,False,False,False,False,True
1,1,35,150797,0,898,False,True,False,False,False,True,False
1,1,33,84404,0,899,False,True,False,False,True,False,False
0,0,42,133373,2,900,False,True,False,False,False,True,False
0,0,43,119502,2,901,False,True,False,False,False,True,False
0,1,44,131619,0,902,False,False,True,False,False,True,False
0,0,42,194084,2,903,False,True,False,False,False,True,False
0,1,40,108278,1,904,False,True,False,False,False,True,False
0,0,36,130987,1,905,False,True,False,False,False,False,True
0,0,20,116582,2,906,True,False,False,False,False,False,True
0,0,24,85270,0,907,True,False,False,False,True,False,False
0,1,27,129227,0,908,False,True,False,False,False,True,False
1,1,46,108291,0,909,False,False,True,False,True,False,False
1,1,33,103091,0,910,False,True,False,False,True,False,False
1,1,34,136975,1,911,False,True,False,False,False,True,False
1,1,25,111502,0,912,False,True,False,False,True,False,False
1,1,25,124750,1,913,False,True,False,False,False,True,False
0,1,28,146463,2,914,False,True,False,False,False,True,False
0,0,31,115075,0,915,True,False,False,False,False,True,False
1,1,32,308491,1,916,False,True,False,False,False,False,True
0,0,32,126368,0,917,True,False,False,False,False,True,False
0,0,68,287247,2,918,False,False,True,False,False,False,True
0,1,33,125535,2,919,False,True,False,False,False,True,False
0,0,39,153223,2,920,False,True,False,False,False,False,True
1,1,28,106873,1,921,False,True,False,False,False,True,False
0,0,37,268906,1,922,False,True,False,False,False,False,True
1,1,22,97757,2,923,False,True,False,False,False,True,False
0,0,30,112151,1,924,True,False,False,False,False,True,False
0,1,55,172909,0,925,False,False,True,False,False,True,False
0,0,46,103387,1,926,False,True,False,False,False,True,False
1,1,21,93916,2,927,False,True,False,False,False,True,False
0,0,39,189963,2,928,False,True,False,False,False,True,False
0,0,58,124191,0,929,False,False,True,False,False,True,False
0,0,43,77205,0,930,False,True,False,False,True,False,False
0,0,24,65917,0,931,True,False,False,False,True,False,False
1,1,22,109676,0,932,False,True,False,False,False,True,False
0,0,30,95682,2,933,True,False,False,False,False,True,False
0,0,42,125516,2,934,False,True,False,False,False,True,False
1,1,23,99822,0,935,False,True,False,False,False,True,False
0,0,30,154854,1,936,True,False,False,False,False,False,True
1,1,28,84582,0,937,False,True,False,False,True,False,False
0,1,30,145800,0,938,False,True,False,False,False,False,True
0,0,42,162869,1,939,False,True,False,False,False,True,False
0,0,46,192379,2,940,False,True,False,False,False,False,True
0,0,45,159757,2,941,False,True,False,False,False,False,True
0,0,31,69571,0,942,True,False,False,False,True,False,False
0,0,31,93648,2,943,True,False,False,False,False,True,False
0,0,42,77472,0,944,False,True,False,False,True,False,False
1,1,46,121501,0,945,False,False,True,False,False,True,False
1,1,30,207262,0,946,False,True,False,False,False,True,False
0,0,30,143082,2,947,True,False,False,False,False,True,False
0,0,38,147760,1,948,False,True,False,False,False,False,True
0,1,43,82082,0,949,False,False,True,False,True,False,False
0,0,31,132991,1,950,True,False,False,False,False,True,False
0,1,40,78436,0,951,False,True,False,False,True,False,False
0,0,24,99737,2,952,True,False,False,False,False,True,False
1,1,28,164915,0,953,False,True,False,False,False,True,False
1,1,26,223185,1,954,False,True,False,False,False,False,True
1,1,29,108400,2,955,False,True,False,False,False,True,False
1,1,57,194882,1,956,False,False,True,False,False,False,True
0,0,49,122186,0,957,False,True,False,False,True,False,False
0,0,37,79594,0,958,False,True,False,False,True,False,False
0,0,45,104355,0,959,False,True,False,False,True,False,False
0,0,30,135894,2,960,True,False,False,False,False,True,False
0,1,30,103699,1,961,False,True,False,False,False,True,False
0,1,47,132145,1,962,False,False,True,False,False,True,False
0,0,29,117272,2,963,True,False,False,False,False,True,False
0,0,35,137932,0,964,False,True,False,False,False,True,False
0,1,22,63972,0,965,False,True,False,False,True,False,False
1,1,26,113299,2,966,False,True,False,False,False,True,False
0,0,23,108540,0,967,True,False,False,False,True,False,False
1,1,54,174424,2,968,False,False,True,False,False,False,True
0,1,29,154991,2,969,False,True,False,False,False,True,False
0,0,40,99723,0,970,False,True,False,False,True,False,False
0,0,22,114584,2,971,True,False,False,False,False,True,False
0,0,43,135275,0,972,False,True,False,False,True,False,False
1,1,29,41680,0,973,False,True,False,False,True,False,False
0,0,36,158769,1,974,False,True,False,False,False,True,False
1,1,33,120596,0,975,False,True,False,False,False,True,False
1,1,57,139641,0,976,False,False,True,False,True,False,False
1,1,64,134377,0,977,False,False,False,True,False,True,False
0,0,42,125804,2,978,False,True,False,False,False,True,False
0,0,47,91858,0,979,False,True,False,False,True,False,False
0,1,25,117641,2,980,False,True,False,False,False,True,False
0,0,49,188594,1,981,False,True,False,False,False,True,False
0,0,33,162827,2,982,False,True,False,False,False,False,True
1,1,28,178991,2,983,False,True,False,False,False,False,True
0,0,26,159739,1,984,True,False,False,False,False,True,False
0,0,30,73401,0,985,True,False,False,False,True,False,False
1,1,25,100794,2,986,False,True,False,False,False,True,False
0,1,33,167763,1,987,False,True,False,False,False,True,False
1,1,64,145174,0,988,False,False,False,True,False,True,False
0,0,29,176292,1,989,True,False,False,False,False,False,True
0,0,48,94024,0,990,False,True,False,False,True,False,False
0,0,37,93740,0,991,False,True,False,False,True,False,False
0,0,34,85685,0,992,False,True,False,False,True,False,False
0,1,23,69997,0,993,False,True,False,False,True,False,False
0,0,30,151938,2,994,True,False,False,False,False,False,True
0,0,50,122830,1,995,False,True,False,False,False,True,False
1,1,31,78489,0,996,False,True,False,False,True,False,False
0,1,40,161999,1,997,False,True,False,False,False,False,True
0,0,38,98032,2,998,False,True,False,False,False,True,False
0,0,23,96060,0,999,True,False,False,False,False,True,False
0,0,27,147968,1,1000,True,False,False,False,False,True,False
1,1,63,134853,1,1001,False,False,True,False,False,True,False
0,0,66,157576,2,1002,False,False,True,False,False,False,True
0,1,43,203738,1,1003,False,False,True,False,False,False,True
0,1,44,280570,2,1004,False,False,True,False,False,False,True
0,1,65,69487,2,1005,False,False,False,True,True,False,False
1,1,73,214126,1,1006,False,False,False,True,False,False,True
0,0,60,136671,1,1007,False,False,True,False,False,True,False
0,1,62,174337,1,1008,False,False,True,False,False,True,False
1,1,58,126710,1,1009,False,False,True,False,False,True,False
1,1,43,167139,2,1010,False,False,True,False,False,False,True
0,0,64,122094,2,1011,False,False,True,False,False,True,False
0,1,37,170113,2,1012,False,False,False,True,False,False,True
1,1,46,192698,1,1013,False,False,True,False,False,False,True
0,1,57,144197,2,1014,False,False,True,False,False,True,False
0,1,51,133623,1,1015,False,False,True,False,False,True,False
1,1,32,171052,2,1016,False,False,False,True,False,False,True
0,0,64,130492,2,1017,False,False,True,False,False,True,False
0,0,68,135705,1,1018,False,False,True,False,False,True,False
1,1,55,171804,2,1019,False,False,True,False,False,False,True
0,0,73,192167,1,1020,False,False,True,False,False,False,True
1,1,34,134377,2,1021,False,False,False,True,False,True,False
0,1,44,146716,1,1022,False,False,True,False,False,True,False
0,0,58,267872,1,1023,False,False,True,False,False,True,False
1,1,65,142193,1,1024,False,False,True,False,True,False,False
1,1,56,183765,1,1025,False,False,True,False,False,True,False
1,1,42,218664,2,1026,False,False,True,False,False,False,True
1,1,65,145174,2,1027,False,False,False,True,False,True,False
0,0,72,224961,2,1028,False,False,True,False,False,False,True
